906946314	第一章 神秘玩家
913584337	第二章 新手村？不存在的！
913584843	第三章 灵魂萃取
913585294	第四章 红苔开花
913643629	第五章 因为爱情（感谢千里清秋盟主！）
913701067	第六章 耐力强化lv2（感谢俗人0723盟主！）
913701146	第七章 别开枪，是我！（感谢小暖阳盟主！求追读！！）
914332530	第八章 离散数学（感谢寒叶盟丶火炳知日盟主！）
914333513	第九章 灾变纪元（感谢我沈哥的盟主！）
914500581	第十章 拾荒小队（求追读！！）
914500795	第十一章 伏击
914702768	第十二章 1V4
914702896	第十三章 208惨遭血洗（求追读！！）
914827937	第十四章 这波稳了，so easy！
914828213	第十五章 林叶
914966378	第十六章 灰吹法，炼金术师！（求追读！！）
914966704	第十七章 所以，什么叫连续可导？（求追读！！）
915193979	第十八章 撞大运了
915194263	第十九章 感染
915328723	第二十章 进入绿洲（求追读！！）
915329075	第二十一章 姜琳
915473863	第二十二章 老黄的遗产
915473918	第二十三章 请她开房
915629773	第二十四章 宝宝，他只是男闺蜜哦~~
915629502	第二十五章 三项优+（求追读！！！）
915813756	第二十六章 阴阳人，烂屁股
915813876	第二十七章 替死鬼
915924515	第二十八章 裂爪兽结晶
915924737	第二十九章 妈的，吓死我了
916066911	第三十章 雨夜狂魔（求追读！！）
916066755	第三十一章 修行者（求追读！！）
916230804	第三十二章 养蛊
916230767	第三十三章 橄榄枝
916499334	第三十四章 吃亏（感谢薯片掠夺者盟主！）
916499844	第三十五章 健仁，加油！
916701081	第三十六章 别人不要的，我也不要
916701636	第三十七章 生命合剂
916862042	第三十八章 我的执勤区不是刮风就是下雨
916862427	第三十九章 工作的时候叫职务
917109278	第四十章 居然没飞出去？
917109449	第四十一章 红点
